PaperId,cosine_max,cosine_avg
-0.44474104,0.9046464,0.9046464
-0.67072713,0.9288555,0.9288555
-0.66461605,0.86056304,0.86056304
-0.7910915,0.7827804,0.7827804
-0.1637688,0.9213489,0.9213489
-0.66461605,0.930283,0.930283
-0.2073528,0.87414587,0.87414587
-0.5173838,0.9446039,0.9446039
-0.66703314,0.92748,0.92748
-0.08631107,0.8088168,0.8088168
0.54585344,0.8167394,0.8167394
-0.100155026,0.880402,0.880402
0.013280201,0.8584421,0.8584421
-0.7812557,0.9009908,0.9009908
0.06966722,0.8836348,0.8836348
0.14484243,0.9037171,0.9037171
-0.48922846,0.9366667,0.9366667
-0.8070913,0.9646574,0.9646574
0.08099928,0.8893887,0.8893887
-0.045230836,0.93954355,0.93954355
-0.1637688,0.9142535,0.9142535
0.14194302,0.8849061,0.8849061
-0.58662194,0.8742229,0.8742229
0.14406045,0.88395077,0.88395077
-0.49880072,0.88162404,0.88162404
-0.63423693,0.8867912,0.8867912
0.14484243,0.88691413,0.88691413
-0.038286243,0.91557944,0.91557944
-0.68282515,0.7827804,0.7827804
-0.457811,0.8854686,0.8854686
-0.399421,0.91142064,0.91142064
-0.038286243,0.88962877,0.88962877
-0.1716288,0.90608364,0.90608364
-0.24364954,0.90586823,0.90586823
-0.2929464,0.86305875,0.86305875
-0.20947954,0.9310646,0.9310646
-0.17632201,0.9408947,0.9408947
0.25174403,0.9056319,0.9056319
-0.38262188,0.9089335,0.9089335
-0.46292216,0.86573476,0.86573476
-0.283408,0.90116954,0.90116954
-0.64427096,0.8083772,0.8083772
-0.40993017,0.9035046,0.9035046
-0.3820023,0.9447704,0.9447704
0.31461364,0.94937027,0.94937027
-0.52590615,0.9474106,0.9474106
-0.8478286,0.9116993,0.9116993
0.23388451,0.9112927,0.9112927
0.14141741,0.8349563,0.8349563
-0.54465556,0.90802073,0.90802073
0.18550557,0.85343,0.85343
-0.0009983978,0.890186,0.890186
-0.04522782,0.9364673,0.9364673
-0.64625114,0.8898879,0.8898879
-0.06839329,0.9450781,0.9450781
-0.1652054,0.88594276,0.88594276
-0.5870262,0.8533148,0.8533148
-0.30356786,0.94249624,0.94249624
-0.7249278,0.9426839,0.9426839
-0.380688,0.8415108,0.8415108
-1.053427,0.9034913,0.9034913
-0.5491027,0.88261575,0.88261575
-0.8752945,0.91343087,0.91343087
-0.06839329,0.9484457,0.9484457
0.032858472,0.87401825,0.87401825
-0.25001633,0.82637304,0.82637304
-0.23782949,0.8640629,0.8640629
-0.24483435,0.9175888,0.9175888
-0.56777847,0.9439165,0.9439165
0.07537869,0.8959973,0.8959973
0.16070747,0.889042,0.889042
-0.31178153,0.918512,0.918512
-0.658951,0.81894094,0.81894094
-0.9564188,0.9142588,0.9142588
0.75079775,0.85161436,0.85161436
-0.078140795,0.94406515,0.94406515
-0.68640095,0.8370409,0.8370409
-0.7793068,0.91732925,0.91732925
-0.3189341,0.8388218,0.8388218
-0.13407528,0.800562,0.800562
-0.6389368,0.9280523,0.9280523
0.26204717,0.8522243,0.8522243
-0.25246286,0.9380234,0.9380234
-0.5565968,0.98423034,0.98423034
0.26204717,0.90144897,0.90144897
-0.6164921,0.9226978,0.9226978
-0.2820191,0.8943784,0.8943784
-0.010757152,0.94178724,0.94178724
0.073354796,0.916656,0.916656
-0.45987138,0.9527383,0.9527383
-0.054970898,0.90826416,0.90826416
0.2971753,0.9052726,0.9052726
-0.15916044,0.90601754,0.90601754
-0.3784378,0.9440115,0.9440115
-0.11378357,0.8554133,0.8554133
0.039448887,0.8454766,0.8454766
0.03393342,0.9072412,0.9072412
-0.39281705,0.9147841,0.9147841
-0.5846717,0.9081706,0.9081706
-1.184159,0.951217,0.951217
0.9459555,0.8442069,0.8442069
-0.64835274,0.926014,0.926014
0.58946896,0.9574346,0.9574346
-1.0329211,0.9170571,0.9170571
-0.82641363,0.874895,0.874895
0.12470665,0.9134593,0.9134593
0.099770784,0.9480232,0.9480232
-0.524774,0.9347264,0.9347264
-0.16581671,0.79304314,0.79304314
-0.20927007,0.9223294,0.9223294
0.0125577105,0.8668683,0.8668683
-0.4076062,0.8967878,0.8967878
-0.08548693,0.8413481,0.8413481
-0.18356311,0.920255,0.920255
-0.4157184,0.8835626,0.8835626
0.0027291912,0.9245058,0.9245058
-0.5014636,0.87685204,0.87685204
-0.84159887,0.8623776,0.8623776
-0.20385103,0.9224643,0.9224643
-0.5256927,0.90754056,0.90754056
-0.5256927,0.93062204,0.93062204
-0.43419707,0.86862326,0.86862326
-0.73173976,0.84691924,0.84691924
-0.28320193,0.84509677,0.84509677
0.4609616,0.9061648,0.9061648
-0.6393844,0.8912667,0.8912667
0.0006993502,0.91442513,0.91442513
0.29688385,0.88243794,0.88243794
0.05925853,0.9260639,0.9260639
-1.0614244,0.88929904,0.88929904
-0.13508336,0.90531856,0.90531856
0.7009993,0.80656886,0.80656886
-0.69383657,0.8336569,0.8336569
-0.5710746,0.9526477,0.9526477
0.10392849,0.9034761,0.9034761
-0.31870404,0.87771416,0.87771416
-1.0744076,0.9516901,0.9516901
-0.9186669,0.9034761,0.9034761
-0.6556577,0.9215841,0.9215841
-0.4960135,0.9034761,0.9034761
-1.0484936,0.87926376,0.87926376
-0.4875689,0.9495486,0.9495486
-0.7303585,0.84750897,0.84750897
-0.6815249,0.9675128,0.9675128
-0.7093556,0.86102724,0.86102724
-0.4817498,0.85204005,0.85204005
-0.63277644,0.9629285,0.9629285
-0.47936025,0.92588985,0.92588985
-0.96242607,0.9106759,0.9106759
-0.29798093,0.8946012,0.8946012
-0.09737269,0.90360904,0.90360904
-0.5867118,0.90121734,0.90121734
-0.15343906,0.9141036,0.9141036
-0.23904914,0.8110969,0.8110969
-0.46419114,0.86217046,0.86217046
-0.4806108,0.8755926,0.8755926
0.14484243,0.7898137,0.7898137
-0.086091645,0.8591531,0.8591531
-0.28975922,0.9976465,0.9976465
-0.28975922,0.84099644,0.84099644
-0.5358669,0.83123857,0.83123857
-0.64892167,0.95191824,0.95191824
-0.64892167,0.9087399,0.9087399
0.14484243,0.892646,0.892646
0.07139809,0.90204495,0.90204495
0.23388451,0.8650323,0.8650323
0.47131878,0.87680876,0.87680876
-0.36228117,0.97535276,0.97535276
0.22239894,0.9188293,0.9188293
-0.7055701,0.8921713,0.8921713
-0.77487767,0.9018871,0.9018871
0.28872588,0.9286151,0.9286151
-0.4006144,0.83641106,0.83641106
-0.7691821,0.8429462,0.8429462
-0.068853565,0.9697269,0.9697269
0.35631973,0.9549374,0.9549374
-0.48345473,0.8819576,0.8819576
-0.7420474,0.93787956,0.93787956
0.13945317,0.8795639,0.8795639
-0.48874122,0.90495497,0.90495497
-0.6819857,0.93376267,0.93376267
-0.5022215,0.8817322,0.8817322
-0.6978788,0.95735353,0.95735353
-0.599921,0.7712319,0.7712319
-0.22417025,0.8850597,0.8850597
-1.1473732,0.8429462,0.8429462
-0.95181954,0.91985947,0.91985947
-0.92367584,0.91015965,0.91015965
-0.82332456,0.9181087,0.9181087
0.1975121,0.86486244,0.86486244
-0.32364103,0.84235156,0.84235156
-0.39891616,0.94739115,0.94739115
-0.045213398,0.8285617,0.8285617
-0.39357215,0.9048135,0.9048135
-0.55346256,0.80829287,0.80829287
-0.44949526,0.91239667,0.91239667
0.5132865,0.9161,0.9161
0.5132865,0.96166325,0.96166325
0.27409598,0.87674344,0.87674344
-0.46962082,0.88197494,0.88197494
-0.53565156,0.9010827,0.9010827
-0.65757436,0.9073144,0.9073144
-0.47632438,0.9401489,0.9401489
0.24257529,0.8598672,0.8598672
0.06680392,0.907135,0.907135
-0.32689866,0.8865843,0.8865843
-0.12929893,0.9427113,0.9427113
-0.5952267,0.95061535,0.95061535
-0.34422657,0.9089335,0.9089335
-0.8925068,0.90447223,0.90447223
-0.091967806,0.87804395,0.87804395
-0.061289746,0.97166944,0.97166944
-0.74758685,0.9242225,0.9242225
-0.39333993,0.94810516,0.94810516
-0.24990243,0.845276,0.845276
0.25458032,0.80302274,0.80302274
-0.064043246,0.86024433,0.86024433
-0.3217585,0.92386353,0.92386353
-0.37363306,0.9213489,0.9213489
-0.12422448,0.9849217,0.9849217
-0.24156758,0.9169352,0.9169352
-0.8770536,0.90758747,0.90758747
-0.22817768,0.8613009,0.8613009
0.054903384,0.91440475,0.91440475
-0.572139,0.94097364,0.94097364
-0.44932553,0.8855644,0.8855644
-0.4012353,0.9754122,0.9754122
0.8236396,0.9127084,0.9127084
0.8236396,0.88381964,0.88381964
-0.23264115,0.9275727,0.9275727
-0.54959,0.86730623,0.86730623
-1.0992918,0.91401565,0.91401565
-0.46694216,0.87526727,0.87526727
-0.8657523,0.9379303,0.9379303
-0.38207442,0.93897504,0.93897504
-0.15907362,0.89726734,0.89726734
-0.40627927,0.93996894,0.93996894
-0.2890878,0.88052934,0.88052934
-0.2890878,0.8870921,0.8870921
-0.2638858,0.8504316,0.8504316
-0.4222126,0.9214182,0.9214182
0.11776486,0.8475464,0.8475464
-0.7109752,0.9311978,0.9311978
-0.9779684,0.91977286,0.91977286
0.26267222,0.9324001,0.9324001
-0.51918226,0.7933334,0.7933334
-0.9248653,0.9163079,0.9163079
-0.42806458,0.8395817,0.8395817
-0.7441201,0.8757938,0.8757938
-1.1116976,0.9175018,0.9175018
0.33795068,0.84057254,0.84057254
-0.39788416,0.85545087,0.85545087
-1.1941414,0.97605795,0.97605795
-0.16140229,0.93047285,0.93047285
-0.43224916,0.87118137,0.87118137
-0.25431886,0.93630356,0.93630356
-0.42031798,0.84652895,0.84652895
-0.7985535,0.89690644,0.89690644
-0.93722063,0.9963316,0.9963316
-0.12409419,0.8750466,0.8750466
0.25406927,0.9170799,0.9170799
0.25406927,0.8515947,0.8515947
-0.3444107,0.8486883,0.8486883
-0.9456341,0.95087767,0.95087767
-0.00977459,0.8599461,0.8599461
-0.778138,0.80789626,0.80789626
0.122078,0.9646921,0.9646921
-0.20364134,0.8366432,0.8366432
0.25406927,0.8812056,0.8812056
-0.13820378,0.9020825,0.9020825
-0.6424029,0.81487155,0.81487155
-0.372388,0.8492239,0.8492239
0.006666204,0.8328197,0.8328197
0.006666204,0.9418039,0.9418039
0.17827496,0.8708879,0.8708879
-0.48387158,0.89418405,0.89418405
-0.7240437,0.8800461,0.8800461
-0.28322375,0.894081,0.894081
-0.42955828,0.894081,0.894081
-0.75997204,0.95035535,0.95035535
-0.7536222,0.9544164,0.9544164
0.1638129,0.8969953,0.8969953
-1.0164388,0.8960043,0.8960043
-0.3672935,0.8645671,0.8645671
0.90365994,0.9383184,0.9383184
-0.5911158,0.9324138,0.9324138
0.02714171,0.94972205,0.94972205
-0.5454345,0.8723779,0.8723779
-0.41982237,0.8723779,0.8723779
0.20549335,0.9141636,0.9141636
-0.9274801,0.9065923,0.9065923
-0.24517387,0.8968358,0.8968358
0.48375094,0.91073793,0.91073793
-0.73085845,0.92206764,0.92206764
-0.41198927,0.8456192,0.8456192
0.18285346,0.96487,0.96487
-1.065973,0.8419428,0.8419428
0.22577353,0.9881787,0.9881787
0.16537717,0.87890226,0.87890226
-0.7272522,0.8775706,0.8775706
-0.28310156,0.8419428,0.8419428
-0.1437303,0.89213735,0.89213735
-0.44207907,0.956985,0.956985
0.67369676,0.86100733,0.86100733
-0.11391955,0.96063656,0.96063656
-0.5531119,0.9065923,0.9065923
0.15299426,0.9028741,0.9028741
-0.58471245,0.90391326,0.90391326
-0.73633474,0.99501145,0.99501145
-0.73633474,0.89423996,0.89423996
-0.8726207,0.9329215,0.9329215
-0.7424731,0.7702052,0.7702052
-0.25703853,0.89931715,0.89931715
-0.13386193,0.8960283,0.8960283
-0.23600756,0.9602636,0.9602636
-0.1547055,0.89523673,0.89523673
-0.26431072,0.90818745,0.90818745
-0.24179149,0.92680776,0.92680776
-0.41905704,0.8496217,0.8496217
-0.4231248,0.8739765,0.8739765
-0.6744383,0.87052083,0.87052083
-0.28661823,0.90588653,0.90588653
-0.6307605,0.9440319,0.9440319
-0.88795865,0.89672995,0.89672995
-0.43382534,0.94444305,0.94444305
-0.21622689,0.8554221,0.8554221
-0.30667064,0.9177424,0.9177424
-0.057184286,0.860759,0.860759
-0.46847516,0.8554221,0.8554221
-0.02393985,0.89433557,0.89433557
-1.0818316,0.98489225,0.98489225
-0.4479311,0.9497126,0.9497126
-0.24713941,0.8661809,0.8661809
-0.24713941,0.90483004,0.90483004
0.101182826,0.8659964,0.8659964
0.101182826,0.8943014,0.8943014
-0.0028728645,0.91362226,0.91362226
-0.92589647,0.89433557,0.89433557
-0.40100762,0.9042654,0.9042654
-0.9673973,0.9042654,0.9042654
-0.3723138,0.89433557,0.89433557
-0.59549856,0.83634746,0.83634746
-0.97558886,0.8605831,0.8605831
0.057518393,0.9353409,0.9353409
-0.24564919,0.96389,0.96389
-1.1459241,0.96654993,0.96654993
-0.48941252,0.844956,0.844956
0.5887199,0.9554604,0.9554604
0.060199816,0.8496217,0.8496217
-0.5060796,0.92236173,0.92236173
-0.3628832,0.8762373,0.8762373
-0.30081964,0.9229528,0.9229528
-0.8105035,0.8355832,0.8355832
-1.0311553,0.81550705,0.81550705
-0.37292182,0.81550705,0.81550705
0.5986556,0.8863629,0.8863629
-0.7137524,0.890205,0.890205
-0.20290385,0.89237845,0.89237845
-1.0044873,0.89157724,0.89157724
-0.36621,0.9215084,0.9215084
-0.473694,0.8898989,0.8898989
-0.3144645,0.87933874,0.87933874
-0.4367947,0.9383647,0.9383647
-0.06286514,0.8496217,0.8496217
-0.2929565,0.7870275,0.7870275
0.18053474,0.89780486,0.89780486
-0.31902084,0.9397278,0.9397278
-0.42746466,0.8701565,0.8701565
-0.43132994,0.79085445,0.79085445
-0.5719994,0.8895787,0.8895787
-0.31280574,0.8859139,0.8859139
-0.7641426,0.84105456,0.84105456
-0.0042957556,0.8923677,0.8923677
-0.39280987,0.79085445,0.79085445
-0.62685144,0.9564764,0.9564764
-0.6753234,0.90027523,0.90027523
-0.5921036,0.8333542,0.8333542
1.0122658,0.92236173,0.92236173
-0.09288184,0.97075325,0.97075325
-0.09288184,0.9149915,0.9149915
-0.14474179,0.90168464,0.90168464
-0.19207408,0.8656714,0.8656714
-0.7370878,0.9215022,0.9215022
-1.0245178,0.9334267,0.9334267
-0.14092055,0.92161435,0.92161435
-0.459162,0.8909969,0.8909969
0.068010814,0.8708304,0.8708304
-0.8638344,0.9066417,0.9066417
-0.29151225,0.93591124,0.93591124
0.49092555,0.93591124,0.93591124
0.49092555,0.8485409,0.8485409
-0.0042957556,0.9144311,0.9144311
-0.4979136,0.9256772,0.9256772
-0.76276916,0.865274,0.865274
-0.534635,0.9256772,0.9256772
-0.33067566,0.754809,0.754809
-0.114726044,0.8993524,0.8993524
-0.11522196,0.8887444,0.8887444
-0.13628541,0.8650323,0.8650323
-0.5090617,0.93163323,0.93163323
-0.63121206,0.7982126,0.7982126
-1.0703995,0.90692776,0.90692776
-0.16032435,0.87442523,0.87442523
-1.2318139,0.8977003,0.8977003
-0.12772524,0.8573477,0.8573477
-0.58692515,0.8536318,0.8536318
-0.7794033,0.9453473,0.9453473
-0.47023338,0.91932416,0.91932416
-0.1861159,0.8782855,0.8782855
0.34554857,0.7895173,0.7895173
-0.22177677,0.998306,0.998306
-0.84310037,0.7895173,0.7895173
-0.41925573,0.92098314,0.92098314
-0.72350395,0.99388486,0.99388486
-0.366872,0.868911,0.868911
-0.12644939,0.87071025,0.87071025
0.2199898,0.8217856,0.8217856
0.3585275,0.852056,0.852056
-0.71859145,0.8895226,0.8895226
0.26331934,0.8554188,0.8554188
-0.4760636,0.86464584,0.86464584
-0.3000371,0.8439522,0.8439522
-0.5139805,0.79227895,0.79227895
-0.38172022,0.9036819,0.9036819
-0.38172022,0.84099644,0.84099644
-0.40811872,0.9582501,0.9582501
-0.15408763,0.9975338,0.9975338
-0.6266668,0.7996707,0.7996707
-0.618893,0.8725734,0.8725734
-0.67777735,0.96116644,0.96116644
0.17122428,0.89726186,0.89726186
-0.823718,0.9067234,0.9067234
-0.039843936,0.9136849,0.9136849
0.57396585,0.7996707,0.7996707
0.05030729,0.79426575,0.79426575
-0.6043083,0.9255972,0.9255972
0.3585275,0.984548,0.984548
-0.25738415,0.9084205,0.9084205
-0.48414606,0.79888284,0.79888284
-0.3637732,0.93273455,0.93273455
0.72111136,0.84261525,0.84261525
-0.5768226,0.79888284,0.79888284
0.29604658,0.9806576,0.9806576
-0.1676451,0.9498321,0.9498321
0.029622013,0.9335236,0.9335236
-0.109504245,0.7896821,0.7896821
-0.48257598,0.8811532,0.8811532
-0.42104542,0.8438803,0.8438803
-0.36000332,0.89860064,0.89860064
0.18201514,0.8438803,0.8438803
-0.3737356,0.9017947,0.9017947
-0.53592426,0.9082027,0.9082027
-0.14415666,0.9076167,0.9076167
-0.22507767,0.86443603,0.86443603
-0.6915986,0.90653265,0.90653265
0.35642213,0.9239347,0.9239347
-0.5198918,0.77898276,0.77898276
-0.053878296,0.9178893,0.9178893
-0.6900306,0.89518774,0.89518774
-0.6846259,0.9963498,0.9963498
-0.87462187,0.8276334,0.8276334
-0.5113411,0.77898276,0.77898276
-0.27207994,0.9030907,0.9030907
0.108309634,0.7963803,0.7963803
-0.5114978,0.7963803,0.7963803
-0.39185148,0.9022325,0.9022325
-0.25025535,0.9273544,0.9273544
-0.22114758,0.87377256,0.87377256
-0.53065366,0.84392154,0.84392154
-0.2755912,0.8560485,0.8560485
-0.123941116,0.84392154,0.84392154
-0.17450087,0.89165133,0.89165133
0.47661883,0.8581401,0.8581401
-0.63095987,0.82404894,0.82404894
-0.73243344,0.88113403,0.88113403
0.24565281,0.9343703,0.9343703
-1.0364491,0.88730884,0.88730884
0.13760985,0.8454062,0.8454062
-0.37640712,0.90218514,0.90218514
-0.97959155,0.9325426,0.9325426
-0.5338239,0.998089,0.998089
-0.5420775,0.8930435,0.8930435
-0.50906175,0.8927449,0.8927449
-0.57325155,0.9259573,0.9259573
-0.19428818,0.9275274,0.9275274
-0.18393368,0.9132272,0.9132272
-0.21748874,0.8281018,0.8281018
-0.48778084,0.87856394,0.87856394
-0.7299112,0.9072381,0.9072381
-0.49018845,0.94969517,0.94969517
-0.5433218,0.87070227,0.87070227
-0.47676882,0.85622334,0.85622334
-1.1776137,0.9325938,0.9325938
-1.3531059,0.8981894,0.8981894
-0.30953598,0.92315716,0.92315716
-0.049508788,0.94960356,0.94960356
-0.4213604,0.9511139,0.9511139
-0.033528537,0.8984967,0.8984967
-0.21414903,0.8696625,0.8696625
-0.14041618,0.8845761,0.8845761
-0.047123756,0.89528817,0.89528817
-0.6189581,0.8663231,0.8663231
-0.9664035,0.872181,0.872181
-0.6275073,0.9353477,0.9353477
-0.5221147,0.98553765,0.98553765
-0.5000689,0.9453726,0.9453726
0.1851383,0.8940581,0.8940581
0.37934566,0.9094054,0.9094054
0.19502786,0.91911113,0.91911113
-0.3075825,0.92318165,0.92318165
0.5309481,0.95123065,0.95123065
-0.65582865,0.8732596,0.8732596
-0.07935556,0.8778261,0.8778261
-0.24723986,0.88440245,0.88440245
-0.22283716,0.8096711,0.8096711
0.23970994,0.8480031,0.8480031
-0.16044593,0.82483363,0.82483363
-1.1006927,0.82555574,0.82555574
-0.53585374,0.76973486,0.76973486
-0.97382593,0.86673355,0.86673355
